raw_specialty,nucc_codes,Label,explain,validated_label_used,methodA_flag,methodA_overlap_unigram,methodA_overlap_bigram,methodA_uni_jaccard,methodA_bi_jaccard,methodB_flag,methodB_fwd,methodB_rev,methodB_avg,methodC_flag,methodC_cosine,green_flag
Chirop,111N00000X,0.6667,fuzzy match (query='chirop'): 'chiropractor' score=0.67,Chiropractor,1,0,0,0.0,0.0,0,0.6667,0.6667,0.6667,0,0.8599,0
Behavioral Health Counselor Program,101Y00000X,1.0,fuzzy match (query='behavioral counselor'): 'counselor' score=1.00,,,,,,,,,,,,,1
Gastroenterology,163WG0100X|207RG0100X|2080P0206X,1.0,fuzzy match (query='gastroenterology'): 'internal medicine gastroenterology' score=1.00; 'pediatrics pediatric gastroenterology' score=1.00; 'nurse gastroenterology' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Clinical Psychology Services,103TH0100X,0.8182,fuzzy match (query='psychology'): 'psychologist' score=0.82,Psychologist Health Service,1,0,0,0.0,0.0,0,0.7273,0.7273,0.7273,0,0.8621,0
Radiology hospital,243U00000X|261QR0200X,1.0,exact match on 'radiology',,,,,,,,,,,,,1
PEDIATRICS hospital,208000000X,1.0,exact match on 'pediatrics',,,,,,,,,,,,,1
Endocrinology,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Critical Care Medicine,207LC0200X|207PE0004X|207RC0200X|207VC0200X|2080P0203X,1.0,fuzzy match (query='critical medicine'): 'anesthesiology critical medicine' score=1.00; 'medicine' score=1.00; 'internal medicine critical medicine' score=1.00; 'obstetrics gynecology critical medicine' score=1.00; 'pediatrics pediatric critical medicine' score=1.00,,,,,,,,,,,,,1
Sleep Medicine,207PE0004X|207QS1201X|207RS0012X|207YS0012X|2080S0012X,1.0,fuzzy match (query='sleep medicine'): 'medicine' score=1.00; 'family medicine sleep medicine' score=1.00; 'internal medicine sleep medicine' score=1.00; 'otolaryngology sleep medicine' score=1.00; 'pediatrics sleep medicine' score=1.00,,,,,,,,,,,,,1
Occupational Therapist Service,225X00000X,1.0,exact match on 'occupational therapist',,,,,,,,,,,,,1
IR Center,2085R0204X|261QR0200X|261Q00000X,1.0,fuzzy match (query='interventional radiology'): 'radiology vascular interventional radiology' score=1.00; 'radiology' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of Clinical Psychology,103TH0100X,0.8182,fuzzy match (query='psychology'): 'psychologist' score=0.82,Psychologist Health Service,1,0,0,0.0,0.0,1,0.4815,0.4815,0.4815,0,0.6391,0
Surgical Oncology Center,208600000X|261Q00000X,1.0,exact match on 'surgery' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
taxi,344600000X,1.0,exact match on 'taxi',,,,,,,,,,,,,1
medical genetics,261QG0250X,1.0,exact match on 'genetics',,,,,,,,,,,,,1
Clinical Laboratory,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Dept of Sports Medicine,204C00000X|207PE0004X|207PS0010X|207QS0010X|207RS0010X,1.0,fuzzy match (query='sports medicine'): 'medicine' score=1.00; 'medicine sports medicine' score=1.00; 'family medicine sports medicine' score=1.00; 'internal medicine sports medicine' score=1.00; 'neuromusculoskeletal medicine sports medicine' score=1.00,,,,,,,,,,,,,1
Dentistry - USA,1223P0221X,1.0,fuzzy match (query='dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
Vascular Surgery CLINIC,208600000X|2086S0129X|208G00000X|261Q00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dietitian Program,133V00000X,1.0,exact match on 'dietitian',,,,,,,,,,,,,1
Nephrology,246ZN0300X,1.0,exact match on 'nephrology' + spacing rescue,,,,,,,,,,,,,1
Reproductive-Endocrinology,163WR1000X|207VE0102X,1.0,fuzzy match (query='reproductive endocrinology'): 'obstetrics gynecology reproductive endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Cardiology Services,246W00000X,1.0,exact match on 'cardiology',,,,,,,,,,,,,1
ob/gyn,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
PULM0NARY MEDICINE,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00,,,,,,,,,,,,,1
Pathology Service,246Q00000X|246QM0706X|246R00000X,1.0,exact match on 'pathology',,,,,,,,,,,,,1
Emergency-Medicine,207P00000X|207PE0004X,1.0,exact match on 'medicine' + spacing rescue,,,,,,,,,,,,,1
SurgicalOncology,208600000X,1.0,exact match on 'surgery' + spacing rescue,,,,,,,,,,,,,1
Clinical Laboratory Practice,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Nephrology Services,246ZN0300X,1.0,exact match on 'nephrology',,,,,,,,,,,,,1
Cardiology,246W00000X,1.0,exact match on 'cardiology' + spacing rescue,,,,,,,,,,,,,1
Orthotics and Prosthetics Unit,335E00000X,0.8163,fuzzy match (query='orthotics prosthetics'): 'prosthetic orthotic supplier' score=0.82,Prosthetic/Orthotic Supplier,1,0,0,0.0,0.0,0,0.7586,0.7586,0.7586,0,0.7988,0
Medical ,JUNK,0.0,blank input,,,,,,,,,,,,,0
MARRIAGE & FAMILY THERAPIST,106H00000X,1.0,exact match on 'marriage family therapist',,,,,,,,,,,,,1
Dept of Ophthalmology,207W00000X,1.0,exact match on 'ophthalmology',,,,,,,,,,,,,1
PHARMACY,183700000X|333600000X,1.0,exact match on 'pharmacy' + spacing rescue,,,,,,,,,,,,,1
FREE STANDING (RURAL HEALTH CLINIC) Division,261QR1300X|261Q00000X,1.0,fuzzy match (query='free standing rural'): 'rural' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Radiology,243U00000X|261QR0200X,1.0,exact match on 'radiology' + spacing rescue,,,,,,,,,,,,,1
Clinal Laboratory,291U00000X,1.0,fuzzy match (query='clinal laboratory'): 'laboratory' score=1.00,,,,,,,,,,,,,1
PEDIATRICS,208000000X,1.0,exact match on 'pediatrics' + spacing rescue,,,,,,,,,,,,,1
Addiction Medicine Services,207LA0401X|207PE0004X|207QA0401X|207RA0401X|2083A0300X,1.0,fuzzy match (query='addiction medicine'): 'anesthesiology addiction medicine' score=1.00; 'medicine' score=1.00; 'family medicine addiction medicine' score=1.00; 'internal medicine addiction medicine' score=1.00; 'preventive medicine addiction medicine' score=1.00,,,,,,,,,,,,,1
Clinical Laboratory,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
PULMONARYMEDICINE,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00 + spacing rescue,,,,,,,,,,,,,1
registered nurse,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
vascular surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
DIETITIAN,133V00000X,1.0,exact match on 'dietitian',,,,,,,,,,,,,1
PULMONARY MEDICINE,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00,,,,,,,,,,,,,1
Midwife Division,176B00000X,1.0,exact match on 'midwife',,,,,,,,,,,,,1
Internal Medicine,207R00000X,1.0,exact match on 'internal medicine',,,,,,,,,,,,,1
speech-language pathologist,235Z00000X,1.0,exact match on 'speech language pathologist',,,,,,,,,,,,,1
Pain Management Unit,163WP0000X|261QP3300X,1.0,fuzzy match (query='pain management'): 'nurse pain management' score=1.00; 'pain' score=1.00,,,,,,,,,,,,,1
TAXI,344600000X,1.0,exact match on 'taxi',,,,,,,,,,,,,1
neuropsychiatry,2084B0040X,1.0,fuzzy match (query='neuropsychiatry'): 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00,,,,,,,,,,,,,1
Radiation Oncology Unit,2085R0001X|261QX0200X|261QX0203X,1.0,fuzzy match (query='radiation oncology'): 'radiology radiation oncology' score=1.00; 'oncology' score=1.00; 'oncology radiation' score=1.00,,,,,,,,,,,,,1
Dept of Geriatric Medicine,207PE0004X|207QG0300X|207RG0300X,1.0,fuzzy match (query='geriatric medicine'): 'medicine' score=1.00; 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00,,,,,,,,,,,,,1
cardiology,246W00000X,1.0,exact match on 'cardiology',,,,,,,,,,,,,1
Family Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00,,,,,,,,,,,,,1
IP Unit,315D00000X,1.0,exact match on 'hospice inpatient',,,,,,,,,,,,,1
Audiology Practice,2355A2700X,1.0,exact match on 'audiology',,,,,,,,,,,,,1
IP hospital,315D00000X,1.0,exact match on 'hospice inpatient',,,,,,,,,,,,,1
Clinical Laboratory,291U00000X,1.0,exact match on 'laboratory',,,,,,,,,,,,,1
Geriatric Medicine CLINIC,207PE0004X|207QG0300X|207RG0300X|261Q00000X,1.0,fuzzy match (query='geriatric medicine'): 'medicine' score=1.00; 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Vascular Surgery,208600000X|2086S0129X|208G00000X,1.0,fuzzy match (query='vascular surgery'): 'surgery' score=1.00; 'surgery vascular surgery' score=1.00; 'thoracic surgery cardiothoracic vascular surgery' score=1.00,,,,,,,,,,,,,1
Pathology,246Q00000X|246QM0706X|246R00000X,1.0,exact match on 'pathology' + spacing rescue,,,,,,,,,,,,,1
FREE STANDING (RURAL HEALTH CLINIC) - USA,261QR1300X|261Q00000X,1.0,fuzzy match (query='free standing rural'): 'rural' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Registered Nurse dept,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Pediatric Dentistry hospital,1223P0221X,1.0,fuzzy match (query='pediatric dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
Chirop,111N00000X,0.6667,fuzzy match (query='chirop'): 'chiropractor' score=0.67,Chiropractor,1,0,0,0.0,0.0,0,0.6667,0.6667,0.6667,0,0.8599,0
MARRIAGE & FAMILY THERAPIST CLINIC,106H00000X|261Q00000X,1.0,exact match on 'marriage family therapist' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of Nephrology,246ZN0300X,1.0,exact match on 'nephrology',,,,,,,,,,,,,1
TAXI,344600000X,1.0,exact match on 'taxi',,,,,,,,,,,,,1
Registered Nurse,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Audiology Center,2355A2700X|261Q00000X,1.0,exact match on 'audiology' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Infectious Disease,207RI0200X,1.0,fuzzy match (query='infectious disease'): 'internal medicine infectious disease' score=1.00,,,,,,,,,,,,,1
General Practice,208D00000X,1.0,exact match on 'general',,,,,,,,,,,,,1
IR Services,2085R0204X|261QR0200X,1.0,fuzzy match (query='interventional radiology'): 'radiology vascular interventional radiology' score=1.00; 'radiology' score=1.00,,,,,,,,,,,,,1
Occupational Therapist,225X00000X,1.0,exact match on 'occupational therapist',,,,,,,,,,,,,1
Pediatric Dentistry hospital,1223P0221X,1.0,fuzzy match (query='pediatric dentistry'): 'dentist pediatric dentistry' score=1.00,,,,,,,,,,,,,1
PEDIATRIC OPTOMETRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
PEDIATRICS,208000000X,1.0,exact match on 'pediatrics' + spacing rescue,,,,,,,,,,,,,1
Surgical Oncology CLINIC,208600000X|261Q00000X,1.0,exact match on 'surgery' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dr. Endocrinology,163WR1000X|207RE0101X|207VE0102X|2080P0205X,1.0,fuzzy match (query='endocrinology'): 'internal medicine endocrinology diabetes metabolism' score=1.00; 'obstetrics gynecology reproductive endocrinology' score=1.00; 'pediatrics pediatric endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
FREE STANDING (RURAL HEALTH CLINIC),261QR1300X|261Q00000X,1.0,fuzzy match (query='free standing rural'): 'rural' score=1.00 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Emergency Medicine dept,207P00000X|207PE0004X,1.0,exact match on 'medicine',,,,,,,,,,,,,1
0B/GYN,207V00000X,1.0,exact match on 'obstetrics gynecology',,,,,,,,,,,,,1
Registered Nurse Program,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
Anesthesiology CLINIC,207L00000X|261Q00000X,1.0,exact match on 'anesthesiology' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Hematology,207RH0000X|207RH0003X|2080P0207X|246QH0000X,1.0,fuzzy match (query='hematology'): 'internal medicine hematology' score=1.00; 'internal medicine hematology oncology' score=1.00; 'pathology hematology' score=1.00; 'pediatrics pediatric hematology oncology' score=1.00 + spacing rescue,,,,,,,,,,,,,1
PEDIATRICS,208000000X,1.0,exact match on 'pediatrics' + spacing rescue,,,,,,,,,,,,,1
Family-Medicine,207PE0004X|207Q00000X|207QA0000X|207QA0401X|207QA0505X,1.0,fuzzy match (query='family medicine'): 'medicine' score=1.00; 'family medicine osteopathic manipulative treatment' score=1.00; 'family medicine addiction medicine' score=1.00; 'family medicine adolescent medicine' score=1.00; 'family medicine adult medicine' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Dept of Emergency Medicine,207P00000X|207PE0004X,1.0,exact match on 'medicine',,,,,,,,,,,,,1
Orthotics and Prosthetics Center,335E00000X|261Q00000X,1.0,fuzzy match (query='orthotics prosthetics'): 'prosthetic orthotic supplier' score=0.82 + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Sports Med,204C00000X|207PE0004X|207PS0010X|207QS0010X|207RS0010X,1.0,fuzzy match (query='sports medicine'): 'medicine' score=1.00; 'medicine sports medicine' score=1.00; 'family medicine sports medicine' score=1.00; 'internal medicine sports medicine' score=1.00; 'neuromusculoskeletal medicine sports medicine' score=1.00,,,,,,,,,,,,,1
Dept of Sports Medicine,204C00000X|207PE0004X|207PS0010X|207QS0010X|207RS0010X,1.0,fuzzy match (query='sports medicine'): 'medicine' score=1.00; 'medicine sports medicine' score=1.00; 'family medicine sports medicine' score=1.00; 'internal medicine sports medicine' score=1.00; 'neuromusculoskeletal medicine sports medicine' score=1.00,,,,,,,,,,,,,1
Dietitian,133V00000X,1.0,exact match on 'dietitian',,,,,,,,,,,,,1
Dr. Midwife,176B00000X,1.0,exact match on 'midwife',,,,,,,,,,,,,1
Occupational Therapist Center,225X00000X|261Q00000X,1.0,exact match on 'occupational therapist' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dr. TAXI,344600000X,1.0,exact match on 'taxi',,,,,,,,,,,,,1
Neurology,2084A0401X|2084B0040X|2084P0301X|2084P0802X|2084P0804X,1.0,fuzzy match (query='neurology'): 'psychiatry neurology addiction medicine' score=1.00; 'psychiatry neurology addiction psychiatry' score=1.00; 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00; 'psychiatry neurology brain injury medicine' score=1.00; 'psychiatry neurology child adolescent psychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Dept of Audiology,2355A2700X,1.0,exact match on 'audiology',,,,,,,,,,,,,1
Reproductive Endocrinology Service,163WR1000X|207VE0102X,1.0,fuzzy match (query='reproductive endocrinology'): 'obstetrics gynecology reproductive endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
Surgical Oncology,208600000X,1.0,exact match on 'surgery',,,,,,,,,,,,,1
Reproductive Endocrinology Practice,163WR1000X|207VE0102X,1.0,fuzzy match (query='reproductive endocrinology'): 'obstetrics gynecology reproductive endocrinology' score=1.00; 'nurse reproductive endocrinology infertility' score=1.00,,,,,,,,,,,,,1
Anesthesiology,207L00000X,1.0,exact match on 'anesthesiology' + spacing rescue,,,,,,,,,,,,,1
Registered Nurse Practice,163W00000X|163WE0003X|363L00000X|364S00000X|364SE0003X,1.0,exact match on 'nurse',,,,,,,,,,,,,1
pulmonary medicine,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00,,,,,,,,,,,,,1
Dr. RADIOLOGY MOBILE CLINIC/CENTER,261QR0208X|261Q00000X,1.0,exact match on 'radiology mobile' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
COMMUNITY HEALTH - CLINIC/CENTER,261QC1500X|261Q00000X,1.0,exact match on 'community' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Dept of PEDIATRIC OPTOMETRIST,152W00000X|152WP0200X,1.0,fuzzy match (query='pediatric optometrist'): 'optometrist' score=1.00; 'optometrist pediatrics' score=0.98,,,,,,,,,,,,,1
Occupational Therapist,225X00000X,1.0,exact match on 'occupational therapist',,,,,,,,,,,,,1
Medical Genetics,261QG0250X,1.0,exact match on 'genetics',,,,,,,,,,,,,1
Pathology,246Q00000X|246QM0706X|246R00000X,1.0,exact match on 'pathology' + spacing rescue,,,,,,,,,,,,,1
Hemat,207RH0000X|207RH0003X|2080P0207X|246QH0000X,1.0,fuzzy match (query='hematology'): 'internal medicine hematology' score=1.00; 'internal medicine hematology oncology' score=1.00; 'pathology hematology' score=1.00; 'pediatrics pediatric hematology oncology' score=1.00,,,,,,,,,,,,,1
PEDIATRICS CLINIC,208000000X|261Q00000X,1.0,exact match on 'pediatrics' + appended 261Q00000X for 'clinic/center' rule,,,,,,,,,,,,,1
Geriatric Medicine Practice,207PE0004X|207QG0300X|207RG0300X,1.0,fuzzy match (query='geriatric medicine'): 'medicine' score=1.00; 'family medicine geriatric medicine' score=1.00; 'internal medicine geriatric medicine' score=1.00,,,,,,,,,,,,,1
Neuropsychiatry,2084B0040X,1.0,fuzzy match (query='neuropsychiatry'): 'psychiatry neurology behavioral neurology neuropsychiatry' score=1.00 + spacing rescue,,,,,,,,,,,,,1
Gastroenterology hospital,163WG0100X|207RG0100X|2080P0206X,1.0,fuzzy match (query='gastroenterology'): 'internal medicine gastroenterology' score=1.00; 'pediatrics pediatric gastroenterology' score=1.00; 'nurse gastroenterology' score=1.00,,,,,,,,,,,,,1
Naturopathic Physician Division,363AM0700X,1.0,fuzzy match (query='naturopathic physician'): 'physician' score=1.00,,,,,,,,,,,,,1
Plastic Surgery Service,208200000X,1.0,exact match on 'plastic surgery',,,,,,,,,,,,,1
Dept of PULMONARY MEDICINE,207PE0004X|207RP1001X,1.0,fuzzy match (query='pulmonary medicine'): 'medicine' score=1.00; 'internal medicine pulmonary disease' score=1.00,,,,,,,,,,,,,1
Public Health,1223D0001X|2083P0901X|213EP0504X|251K00000X|364SC1501X,1.0,fuzzy match (query='public'): 'preventive medicine public general preventive medicine' score=1.00; 'dentist dental public' score=1.00; 'nurse community public' score=1.00; 'podiatrist public medicine' score=1.00; 'public or welfare' score=1.00,,,,,,,,,,,,,1
OccupationalTherapist,225X00000X,1.0,exact match on 'occupational therapist' + spacing rescue,,,,,,,,,,,,,1
Midwife,176B00000X,1.0,exact match on 'midwife' + spacing rescue,,,,,,,,,,,,,1
PHYSICAL MEDICINE & REHAB Program,207PE0004X,1.0,fuzzy match (query='medicine rehab'): 'medicine' score=1.00,,,,,,,,,,,,,1
